created_at,is_original_post,feed_impressions,feed_impressions_post_age_hours,word_count,hashtag_count,has_image,has_video,has_document
2026-05-16 23:31:34.741000+00:00,True,35.0,1503.425905,45,22,True,False,False
2026-05-16 23:08:06.440000+00:00,True,50.0,1503.8171,105,15,False,False,False
2026-05-16 22:58:58.441000+00:00,True,41.0,1503.969322,38,5,True,False,False
2026-05-16 15:05:05.382000+00:00,True,123.0,1511.867394,146,10,False,False,False
2026-05-15 20:13:56.390000+00:00,True,63.0,1530.719892,10,5,True,False,False
2026-05-14 20:53:20.455000+00:00,True,60.0,1554.063207,32,15,True,False,False
2026-05-14 20:31:04.474000+00:00,True,47.0,1554.434313,24,4,True,False,False
2026-05-14 15:54:26.554000+00:00,True,99.0,1559.044846,155,8,True,False,False
2026-05-14 15:09:04.820000+00:00,True,71.0,1559.800883,16,8,True,False,False
2026-05-14 01:26:06.779000+00:00,True,86.0,1573.517006,358,5,False,False,False
2026-05-13 22:15:03.388000+00:00,True,195.0,1576.701281,34,9,False,False,False
2026-05-13 18:48:42.368000+00:00,True,106.0,1580.140453,228,12,False,False,False
2026-05-12 14:16:35.205000+00:00,True,113.0,1608.675776,213,16,False,False,False
2026-05-12 00:30:59.444000+00:00,True,284.0,1622.43571,259,14,False,False,False
2026-05-11 21:47:53.745000+00:00,True,104.0,1625.15396,31,9,False,True,False
2026-05-11 12:45:19.972000+00:00,True,45.0,1634.196674,30,14,True,False,False
2026-05-10 19:30:44.351000+00:00,True,138.0,1651.439903,18,0,True,False,False
2026-05-09 19:49:39.633000+00:00,True,81.0,1675.124546,10,5,True,False,False
2026-05-09 17:41:00.395000+00:00,True,61.0,1677.268779,29,6,False,False,False
2026-05-08 20:31:28.757000+00:00,True,96.0,1698.427567,36,7,True,False,False
2026-05-08 19:04:58.557000+00:00,True,78.0,1699.86929,26,13,True,False,False
2026-05-08 18:15:33.672000+00:00,True,44.0,1700.692869,16,8,True,False,False
2026-05-08 17:13:36.141000+00:00,True,35.0,1701.725516,32,15,True,False,False
2026-05-08 16:43:43.860000+00:00,True,34.0,1702.223372,142,9,True,False,False
2026-05-08 14:37:32.875000+00:00,True,47.0,1704.326424,162,13,False,True,False
2026-05-08 14:07:55.189000+00:00,True,33.0,1704.820225,17,4,False,False,False
2026-05-08 13:27:08.042000+00:00,True,44.0,1705.499988,32,9,False,False,False
2026-05-08 01:16:17.287000+00:00,True,40.0,1717.680754,11,0,False,False,False
